Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Name.1,Team.1,Season,Age,G.1,AB,PA.1,H,1B,2B,3B,HR.1,R.1,RBI.1,BB,IBB,SO,HBP,SF,SH,GDP,SB.1,CS,AVG.1,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%.1,K%.1,BB/K,OBP.1,SLG.1,OPS,ISO.1,BABIP.1,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA.1,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR.1,Dol,Spd,wRC+.1,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%.1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR.1,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),NameASCII,PlayerId,MLBAMID,date,wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def.1,wSB,UBR,Age Rng,Off.1,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA.1,L-WAR,PPTV,CPTV,BPTV,DSV,DGV,BTV,wPPTV,wCPTV,wBPTV,wDSV,wDGV,wBTV,EBV,ESV,wOppTeamV,wTeamV,wNetBatV,TG,Bats,Fantasy,$,FPTS,FPTS/G,SPTS,SPTS/G,XBR,W,ERA,SV,BS,IP,HR/9,BK,BB/9,K/BB,tERA,W.1,L,ERA.1,GS,CG,ShO,SV.1,BS.1,IP.1,TBF,ER,HBP.1,WP,BK.1,RS,BU.1,BUH.1,K/9,BB/9.1,K/BB.1,H/9,HR/9.1,WHIP,LOB%,FIP,IFFB%.1,Starting,Start-IP,Relieving,Relief-IP,RAR.1,Dollars,tERA.1,xFIP,inLI,gmLI,exLI,Pulls,Zone%.1,HLD,SD,MD,ERA-,FIP-,xFIP-,SIERA,RS/9,E-F
Mookie Betts,LAD,1,5.0,0,1,0.0,0.0,0.6,0.2,0.0,1.0,0.5,0.8,0.5,0.5898205757141113,,288.3546359265382,-0.0380482729524374,1.088131188194454,-0.0062630549073219,0.128944128136432,Mookie Betts,LAD,2024.0,31.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,24.0,15.0,9.0,0.0,0.0,0.0,0.6,0.2,3.0,0.8,0.5,1.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5898205757141113,1.125361983443797,1.710252341593802,1.1261794611468914,-0.017644390463829,0.1511848997324705,0.0113813355565071,1.2485182299401614,0.128944128136432,1.0315530250914562,1.08035714,288.3546359265382,0.0384880304336547,-0.0174479652196168,0.0559359975159168,1.0745999813079834,0.1126415058970451,0.4358400106430053,,0.0,0.0876704752445221,0.0006372282562933,0.375,96.44444444,0.04166667,84.0,0.5,89.75,0.08333333,84.0,,,,,,,,,0.1614547371864318,0.0620911717414855,0.9454060792922974,-0.0182156562805175,,,,1.7939415242936876,6.20911717414856,7.878383994102478,-0.9107828140258788,,,,0.16666667,0.5,0.25,1.0,1.0,1.0,0.25,0.2,0.0,-0.0380482729524374,0.375,,0.5,,,,0.04166667,,0.08333333,,,,,,96.35555691189236,,89.71666463216145,,,,83.5999984741211,,83.94999694824219,,,,,-3.9141192966037326,,2.5401460329691568,,,,11.262324333190918,,0.9644676446914672,,,,,9.586447821723093,,3.649603843688965,,,,-0.0146345607936382,,-6.218554973602295,,,,,0.1688029989600181,,0.9654735885560513,,,,0.063373677432537,,-0.0183174163103103,,Mookie Betts,13611,605141,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeimer Candelario,CIN,1,5.0,0,0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,0.0028409315273165,-1.2934619609614637,-0.119073636829853,-0.1286722258831556,Jeimer Candelario,CIN,2024.0,30.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,3.0,11.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2482542472308302,-0.6633638890808249,-1.29630289248878,-0.0684418827295303,0.1511848997324705,-0.0506317541003227,-1.2458855011382872,-0.1286722258831556,-1.0293778070652453,0.14285714,-100.0,-0.1031400114297866,-0.1031400114297866,0.0,-1.8279999494552608,-0.1728605180978775,0.8718000054359436,,0.0,-0.1270705163478851,0.0087635528394236,0.28571429,94.75,0.57142857,87.375,,,0.07142857,82.0,0.07142857,91.0,,,,,,,-0.4211037158966064,-0.52437424659729,,-0.1731695383787155,-0.0389156937599182,,,-10.52759289741516,-6.5546780824661255,,-17.31695383787155,-3.891569375991821,,,0.57142857,0.57142857,0.57142857,0.75,0.75,0.75,0.5,0.4,0.14285714,0.0028409315273165,,,,,,0.28571429,0.57142857,0.07142857,,,0.07142857,,,,,,,,,95.125,87.4749984741211,82.19999694824219,,,91.3000030517578,,,,,,,,-9.82336711883545,4.629716396331787,1.9581328630447388,,,-10.37296199798584,,,,,,,,3.6343376636505127,0.5199966430664062,-5.102666854858398,,,3.808072805404663,,,,,,,,-0.42598931863904,-0.5305725708603859,-0.1753753274679184,,,Jeimer Candelario,13621,600869,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Taylor,LAD,1,4.0,0,0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,-0.0201981421560049,-1.0181475577781935,-0.0790283950045704,-0.0995448464668134,Chris Taylor,LAD,2024.0,33.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,4.0,11.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9986033977846642,-0.53069111126466,-0.9979494156221886,-0.0644187852740287,0.1209479197859764,-0.0146096097305417,-0.9638558754603406,-0.0995448464668134,-0.7963587717345073,0.14285714,-100.0,-0.0628440007567405,-0.0628440007567405,0.0,-1.14900004863739,-0.1204402521252632,0.5810999870300293,,0.0,-0.1102615147829055,0.0021148925846624,0.26666667,96.25,0.2,84.66666667,0.2,89.33333333,0.33333333,82.8,,,,,,,,,-0.3964017927646637,-0.2464095652103424,-0.3574153780937195,-0.1159907728433609,,,,-9.910044819116592,-8.213652173678081,-11.913845936457315,-2.319815456867218,,,,0.33333333,0.83333333,0.53333333,0.33333333,0.4,0.375,0.4,0.75,0.33333333,-0.0201981421560049,0.26666667,,0.2,,,,0.2,0.2,0.13333333,,,,,,96.1750030517578,,89.23333740234375,,,,84.7000020345052,81.96666463216145,83.8499984741211,,,,,-4.231469631195068,,1.5169617335001628,,,,9.065949122111002,7.486804962158203,2.0785841941833496,,,,,9.54466438293457,,3.2353515625,,,,0.9490539232889812,-2.6409568786621094,-5.81874418258667,,,,,-0.4007913768291473,,-0.3620004057884216,,,,-0.2493279315531253,-0.0229212380945682,-0.0941383279860019,,Chris Taylor,13757,621035,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Gallo,WSN,1,4.0,0,0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.1800480037927627,,11.214984208706642,-0.0186811638996005,-0.4433603261613846,-0.0280363410711288,-0.0349157826324922,Joey Gallo,WSN,2024.0,30.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1800480037927627,-0.4189493379572034,0.0489629485628008,-0.4246791622617841,0.0460465252399444,0.1209479197859764,-0.0740828663110733,-0.33807658991009,-0.0349157826324922,-0.2793262610599379,0.14285714,11.214984208706642,-0.0317420363426208,-0.0435980297625064,0.0118559906259179,-0.3540000021457672,-0.0376395545899868,0.5477499961853027,,0.0,-0.0484465286135673,-0.0095033327532642,0.54545455,92.83333333,0.27272727,80.0,,,,,0.18181818,86.5,,,,,,,-0.2523664832115173,0.0322868302464485,,,-0.219953566789627,,,-4.2061080535252895,1.076227674881617,,,-10.997678339481354,,,0.16666667,0.6,0.36363636,1.0,1.0,1.0,0.45454545,0.5,0.0,-0.0186811638996005,0.45454545,,,,,0.09090909,0.27272727,,,,0.18181818,,,,92.75999755859377,,,,,93.0,80.16666666666667,,,,86.4000015258789,,,8.763993835449218,,,,,10.619256973266602,-6.377994537353516,,,,9.807324409484863,,,7.194950103759766,,,,,3.8316493034362793,0.939826806386312,,,,1.3953803777694702,,,-0.5703061707317829,,,,,0.3179986178874969,0.0332007221877574,,,,Joey Gallo,14128,608336,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byron Buxton,MIN,1,4.0,0,0,0.0,0.0,0.0,0.5,0.0,0.5,0.25,0.25,0.25,0.2204276770353317,,39.51993896615895,0.021151402965188,-0.2556560756642669,0.0173475733026862,-0.0108002384422076,Byron Buxton,MIN,2024.0,30.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,0.0,0.0,0.0,15.0,4.0,11.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2204276770353317,-0.288949332200393,0.1789629543196112,-0.2768074786294549,0.0093575343489646,0.1209479197859764,0.0079900389537215,-0.1045747082684486,-0.0108002384422076,-0.0864019075376615,0.14285714,39.51993896615895,-0.0489959977567195,-0.0552599988877773,0.0062640001997351,-0.3030000030994415,-0.0317610055208206,0.5756000280380249,,0.0,-0.0291429236531257,-0.055978680533945,0.53333333,94.625,0.26666667,91.25,,,0.06666667,85.0,0.13333333,82.5,,,,,,,-0.0093406699597835,-0.2617335617542267,,0.0238054171204566,-0.0334886722266674,,,-0.1167583744972944,-6.543339043855667,,2.3805417120456696,-1.6744336113333702,,,0.5,0.6,0.53333333,0.4,0.66666667,0.5,0.33333333,1.0,0.26666667,0.021151402965188,0.53333333,,,,,,0.26666667,0.06666667,,,0.13333333,,,,94.6125030517578,,,,,,91.0500030517578,85.30000305175781,,,82.3499984741211,,,-2.2182769775390625,,,,,,1.694946050643921,3.242723226547241,,,-9.89386749267578,,,9.659623146057127,,,,,,0.5551031827926636,-4.587706089019775,,,4.214888572692871,,,-0.0078717805445194,,,,,,-0.264613077044487,0.0242429338395595,,,Byron Buxton,14161,621439,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Correa,MIN,1,4.0,1,1,1.0,0.0,0.0,0.5,0.75,0.0,0.25,0.25,1.0,0.5124027729034424,,244.90118401751087,0.0024435091763734,0.6656328431928656,0.070131592452526,0.0897998030474721,Carlos Correa,MIN,2024.0,29.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,16.0,4.0,12.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,1.0,1.25,0.75,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5124027729034424,0.651047480445554,1.1189597669655584,0.6631893340164922,0.0313714779913425,0.1209479197859764,0.0387601144611835,0.8694982297385238,0.0897998030474721,0.7183984243797771,0.14285714,244.90118401751087,-0.0368719883263111,-0.0467679873108863,0.0098959989845752,0.2610000073909759,0.0273584872484207,0.5077000260353088,,0.0,-0.02556112408638,-0.0470644154753351,0.4375,95.71428571,0.3125,91.6,,,0.125,85.0,0.125,81.5,,,,,,,0.8758964538574219,-0.3230246305465698,,0.0373910665512084,0.0712025240063667,,,12.512806483677457,-6.4604926109313965,,1.8695533275604248,3.5601262003183365,,,0.33333333,0.85714286,0.5625,0.33333333,0.83333333,0.66666667,0.4375,0.75,0.1875,0.0024435091763734,0.4375,,,,,,0.3125,0.125,,,0.125,,,,95.62857491629464,,,,,,91.82000122070312,84.69999694824219,,,81.6500015258789,,,-2.113242149353028,,,,,,1.6503713607788086,1.2421414852142334,,,-10.276620864868164,,,9.67852565220424,,,,,,3.886370468139648,-5.428520202636719,,,3.233285427093506,,,0.8368324749171734,,,,,,-0.3692227080464363,0.0380783230066299,,,Carlos Correa,14162,621043,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Soler,SFG,1,5.0,0,0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.0,0.2756522893905639,,77.16646342031169,-0.0418120976537466,-0.1783346727148691,-0.1267636716365814,-0.0142986206876172,Jorge Soler,SFG,2024.0,32.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,12.0,15.0,0.0,0.0,0.0,0.4,0.4,1.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2756522893905639,-0.1389461371705929,0.4459442209794124,-0.1365225750611225,,0.1511848997324705,-0.1267636716365814,-0.1384482476984212,-0.0142986206876172,-0.1143889655009382,0.14285714,77.16646342031169,0.0928559601306915,-0.1005840003490448,0.1934399604797363,0.2699999511241913,0.028708130121231,1.977559924125672,,0.0,-0.0062655759975314,0.0532203908670456,0.55555556,94.2,0.11111111,85.33333333,,,,,0.14814815,87.25,0.18518519,91.2,,,,,-0.1996599435806274,0.1004990637302398,,,-0.0632930099964141,0.0191754102706909,,-1.3310662905375164,3.349968791007996,,,-1.5823252499103546,0.3835082054138183,,0.26315789,0.625,0.37037037,0.6,1.0,0.8,0.2962963,0.4,0.07407407,-0.0418120976537466,0.37037037,,,0.18518519,,0.18518519,0.11111111,,,,0.14814815,,,,94.27999877929688,,,91.22000122070312,,94.0,85.10000101725261,,,,87.125,,,-3.101620864868164,,,-7.377278900146484,,-8.674674987792969,0.8507912953694662,,,,0.1643407344818115,,,8.70264892578125,,,6.137090682983398,,7.6300537109375,2.216099739074707,,,,1.9138307571411133,,,0.0752237662672996,,,0.0197609066963195,,-0.2699405364692211,0.1029994711279869,,,,Jorge Soler,14221,624585,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitch Haniger,SEA,1,4.0,1,1,2.0,0.0,0.25,0.0,1.0,0.0,0.333333333,0.5,1.333333333,0.6846854537725449,,371.7918604846213,-0.0156014831736683,1.228345998470904,-0.100469920784235,0.1302962031821985,Mitch Haniger,SEA,2024.0,33.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,3.0,0.0,0.0,18.0,8.0,10.0,0.0,0.0,0.0,0.25,0.0,1.0,0.5,1.333333333,1.833333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333333333,0.0,0.0,0.6846854537725449,1.2057015354756728,1.673613821995677,1.2439474816445724,-0.0407683439552784,0.1209479197859764,-0.0597015768289566,1.261609871779801,0.1302962031821985,1.0423696254575885,0.14285714,371.7918604846213,0.0635860189795494,-0.025445993989706,0.0890320092439651,1.7289999723434448,0.1826730072498321,0.5511000156402588,,0.0,0.1731664091348648,-0.0577862291766475,0.44444444,92.625,,,0.11111111,85.5,0.05555556,72.0,0.38888889,81.28571429,,,,,,,-0.0204210951924324,,0.2468325793743133,-0.1774188876152038,1.175693392753601,,,-0.255263689905405,,12.341628968715668,-17.741888761520386,16.795619896480016,,,0.27272727,0.57142857,0.38888889,1.0,1.0,1.0,0.38888889,0.75,0.0,-0.0156014831736683,0.16666667,,0.11111111,,,0.27777778,,0.05555556,,,0.38888889,,,,92.86666870117188,,85.55000305175781,,,92.27999877929688,,72.30000305175781,,,81.31428745814732,,,-4.785008112589519,,1.4257121086120603,,,-9.264358520507812,,8.287002563476562,,,-8.577847072056361,,,10.431278228759766,,4.784283638000488,,,5.308748626708985,,-8.543194770812988,,,1.2538066591535295,,,0.0091214999556541,,0.2530587241053581,,,-0.0283977277576923,,-0.1796731054782867,,,Mitch Haniger,14274,571745,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Olson,ATL,1,4.0,0,0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.2204276770353317,,36.83659163590368,-0.0217855144292116,-0.3239106321711391,-0.0462920218706131,-0.0244646947023346,Matt Olson,ATL,2024.0,30.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,0.0,2.0,0.0,16.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.25,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.2204276770353317,-0.288949332200393,0.1789629543196112,-0.3021251177419274,0.0259664133191108,0.1209479197859764,-0.0722584351897239,-0.2368825767193287,-0.0244646947023346,-0.1957175576186773,0.14285714,36.83659163590368,-0.0297720581293106,-0.1057640463113784,0.0759919881820678,-0.7559999823570251,-0.0768292620778083,0.7450000047683716,,0.0,-0.0586984232068061,0.0187359293292832,0.6875,92.36363636,0.1875,81.33333333,,,,,0.125,82.0,,,,,,,-0.2733073830604553,0.0605665445327758,,,-0.0389156937599182,,,-2.4846125732768667,2.0188848177591963,,,-1.9457846879959104,,,0.3,1.0,0.5625,0.66666667,1.0,0.88888889,0.375,0.75,0.0625,-0.0217855144292116,0.25,,,,,0.4375,0.1875,,,,0.125,,,,93.5,,,,,91.58571079799108,81.60000101725261,,,,82.0,,,-3.824046850204468,,,,,-9.196447099958148,3.2140655517578125,,,,-7.323808670043945,,,9.673137664794922,,,,,5.530477796282087,1.5313989321390789,,,,0.8273469805717468,,,-0.0656521245837211,,,,,-0.1681051440536975,0.062087632715702,,,,Matt Olson,14344,621566,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Meneses,WSN,1,4.0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,0.0007705371826887,-1.0035626849065562,-0.0970494989305734,-0.0998997326084452,Joey Meneses,WSN,2024.0,32.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,5.0,12.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.9986033977846642,-0.53069111126466,-1.004333222089245,-0.0152416694909334,0.1209479197859764,-0.08180782943964,-0.9672921065147062,-0.0998997326084452,-0.7991978608675623,0.14285714,-100.0,-0.0700719654560089,-0.0700719654560089,0.0,-0.6919999718666077,-0.073577880859375,0.6829500198364258,,0.0,-0.1023555025458335,-0.0002463913274427,0.64705882,91.36363636,,,,,,,0.35294118,85.83333333,,,,,,,-0.771346926689148,,,,-0.2231867313385009,,,-7.012244788083163,,,,-3.719778855641683,,,0.44444444,0.625,0.52941176,0.5,0.8,0.66666667,0.47058824,0.75,0.17647059,0.0007705371826887,0.52941176,,,,,0.11764706,,,,,0.35294118,,,,93.21111382378471,,,,,81.8499984741211,,,,,85.91666666666667,,,9.110105726453993,,,,,-2.0079033374786377,,,,,11.321308135986328,,,5.994504292805989,,,,,-6.475045680999756,,,,,1.4439945220947266,,,-0.5670405961573124,,,,,-0.2147396951913833,,,,,Joey Meneses,14366,608841,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
