Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,Name.1,Team.1,Season,Age,G.1,AB,PA.1,H,1B,2B,3B,HR.1,R.1,RBI.1,BB,IBB,SO,HBP,SF,SH,GDP,SB.1,CS,AVG.1,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%.1,K%.1,BB/K,OBP.1,SLG.1,OPS,ISO.1,BABIP.1,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA.1,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR.1,Dol,Spd,wRC+.1,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB%.1,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR.1,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),NameASCII,PlayerId,MLBAMID,date,wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def.1,wSB,UBR,Age Rng,Off.1,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA.1,L-WAR,PPTV,CPTV,BPTV,DSV,DGV,BTV,wPPTV,wCPTV,wBPTV,wDSV,wDGV,wBTV,EBV,ESV,wOppTeamV,wTeamV,wNetBatV,TG,Bats,Fantasy,$,FPTS,FPTS/G,SPTS,SPTS/G,XBR,W,ERA,SV,BS,IP,HR/9,BK,BB/9,K/BB,tERA,W.1,L,ERA.1,GS,CG,ShO,SV.1,BS.1,IP.1,TBF,ER,HBP.1,WP,BK.1,RS,BU.1,BUH.1,K/9,BB/9.1,K/BB.1,H/9,HR/9.1,WHIP,LOB%,FIP,IFFB%.1,Starting,Start-IP,Relieving,Relief-IP,RAR.1,Dollars,tERA.1,xFIP,inLI,gmLI,exLI,Pulls,Zone%.1,HLD,SD,MD,ERA-,FIP-,xFIP-,SIERA,RS/9,E-F
Brandon Drury,LAA,1,4.0,0,1,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.5,0.3136115372180938,,102.61948797570746,-0.0170887745916843,-0.005099800879339,-0.0355970654636621,0.0096086426658005,Brandon Drury,LAA,2024.0,31.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,3.0,0.0,1.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.25,0.25,3.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.3136115372180938,0.011050677394291,0.4789629639142953,0.0119889737123452,-0.0176247004419565,0.1209479197859764,-0.0179723650217056,0.0930369277501307,0.0096086426658005,0.0768691413264045,2.64285714,102.61948797570746,-0.0419999957084655,-0.0926739946007728,0.0506739951670169,-0.3799999952316284,-0.0385591052472591,0.9106000065803528,,0.0,-0.0284602958709001,-0.017663134180667,0.35714286,91.6,0.35714286,80.8,0.07142857,87.0,0.14285714,77.0,0.07142857,88.0,,,,,,,0.0094004571437835,-1.0434221029281616,-0.0389156937599182,0.6716477274894714,-0.0495179928839206,,,0.1880091428756714,-20.868442058563232,-3.891569375991821,33.58238637447357,-4.951799288392067,,,0.28571429,0.42857143,0.35714286,1.0,0.66666667,0.8,0.5,0.5,0.07142857,-0.0170887745916843,0.21428571,,0.14285714,,,0.07142857,0.35714286,0.14285714,,,0.07142857,,,,92.90000406901042,,86.6500015258789,,,92.6999969482422,80.7,77.0999984741211,,,88.0999984741211,,,-2.4183832804361978,,3.026073694229126,,,-8.067655563354492,6.737294769287109,6.702374458312988,,,-8.516969680786133,,,10.989217122395834,,4.383540630340576,,,6.917038440704346,-0.692097520828247,-10.434514999389648,,,0.1336688697338104,,,-0.049012154340744,,-0.0043156631290912,,,0.0242429338395595,-1.0609611012041569,0.6775586865842342,,,Brandon Drury,11615,592273,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elias Díaz,COL,1,4.0,0,0,1.0,0.0,0.0,0.25,0.0,0.666666666,0.5,0.5,0.5,0.4408553540706634,,173.2873904634008,-0.0431338921189308,0.3074165617945036,0.0439465246163308,0.0500569767195051,Elias Díaz,COL,2024.0,33.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,18.0,5.0,13.0,1.0,0.0,0.0,0.0,0.25,0.0,0.5,0.5,1.0,0.0,0.666666666,1.0,0.333333333,0.333333333,0.333333333,0.0,0.0,1.0,0.0,0.4408553540706634,0.4207047333838781,0.8886170199038824,0.3505504539134344,0.0086322105489671,0.1209479197859764,0.0353143140673637,0.4846831637332579,0.0500569767195051,0.4004558137560415,0.14285714,173.2873904634008,0.0284400060772895,-0.1407199800014495,0.1691599935293197,0.3960000574588775,0.0344647616147995,1.810160040855408,,0.0,0.0367104969918727,-0.0209991756526557,0.16666667,92.0,0.5,85.66666667,0.33333333,88.83333333,,,,,,,,,,,-0.0931044071912765,0.367016851902008,0.1378574967384338,,,,,-3.103480239709218,4.077965021133423,2.297624945640564,,,,,0.5,0.875,0.66666667,0.6,1.0,0.83333333,0.44444444,1.0,0.11111111,-0.0431338921189308,0.16666667,,0.33333333,,,,0.5,,,,,,,,91.90000406901042,,88.9500020345052,,,,85.66666666666667,,,,,,,-1.6566030184427898,,-1.6335463523864746,,,,1.1462558110555012,,,,,,,7.962965647379558,,5.077491124471028,,,,-0.037906891769833,,,,,,,-0.0941383279860019,,0.0987064875662326,,,,0.3736560083925724,,,,Elias Diaz,11680,553869,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Castellanos,PHI,1,4.0,0,0,0.0,0.0,0.0,0.25,0.0,0.666666666,0.5,0.5,0.5,0.4408553540706634,,185.8029038414951,-0.0346377119421958,0.3757773226024946,-0.1125907935202121,0.040950302075798,Nick Castellanos,PHI,2024.0,32.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,17.0,2.0,15.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.5,1.0,0.0,0.666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4408553540706634,0.4207047333838781,0.8886170199038824,0.4104150345446905,-0.0667342394590377,0.1209479197859764,-0.0458565540611743,0.3965066064047059,0.040950302075798,0.327602416606384,0.14285714,185.8029038414951,0.0457400158047676,-0.0346999838948249,0.0804399996995925,0.2460000067949295,0.0259493682533502,0.8673999905586243,,0.0,0.0263597480952739,0.0263725741351079,0.41176471,94.42857143,0.29411765,86.4,0.17647059,88.33333333,0.11764706,79.5,,,,,,,,,0.3256124556064605,-0.0334886722266674,0.3524700999259949,-0.2215062379837036,,,,4.651606508663723,-0.6697734445333481,11.749003330866495,-11.07531189918518,,,,0.75,0.66666667,0.70588235,0.5,1.0,0.75,0.52941176,0.75,0.17647059,-0.0346377119421958,0.23529412,,0.11764706,,,0.17647059,0.35294118,0.11764706,,,,,,,94.3249969482422,,87.44999694824219,,,94.03333536783856,87.0,79.1500015258789,,,,,,-0.5612313747406006,,1.951770544052124,,,-9.629149119059244,3.3169447580973306,5.234146595001221,,,,,,9.711284637451172,,1.889620423316956,,,5.302727063496907,-0.0247311741113662,-7.501923084259033,,,,,,0.3283421657979488,,0.4132399410009384,,,-0.0393643677234649,-0.0885009691119194,-0.224135935306549,,,Nick Castellanos,11737,592206,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joc Pederson,ARI,1,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,0.0010829841485247,-1.012809601067475,-0.1125958785414695,-0.1024603279047419,Joc Pederson,ARI,2024.0,32.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,-0.9986033977846642,-0.53069111126466,-1.0138925852159997,,0.1209479197859764,-0.1125958785414695,-0.9920854022865212,-0.1024603279047419,-0.8196826232379353,0.14285714,-100.0,-0.1835319995880127,-0.1835319995880127,0.0,-2.189000129699707,-0.1905134916305542,1.3614000082015991,,0.0,-0.1420709490776062,0.007259726452114,0.27777778,96.0,0.11111111,86.5,,,,,0.27777778,86.8,0.33333333,86.16666667,,,,,0.0123838111758232,-0.2417006641626358,,,-0.6418206095695496,-0.6253547072410583,,0.2476762235164642,-12.08503320813179,,,-12.836412191390991,-10.42257845401764,,0.18181818,0.57142857,0.33333333,1.0,0.75,0.83333333,0.38888889,0.25,0.05555556,0.0010829841485247,0.16666667,,0.05555556,0.33333333,,0.11111111,0.05555556,,,,0.27777778,,,,97.16666666666669,,87.5999984741211,86.31667073567708,,93.5,84.9000015258789,,,,86.63999633789062,,,-3.178685506184896,,2.282144784927368,-5.18660322825114,,-5.912342071533203,1.08645498752594,,,,-5.89698486328125,,,7.49916140238444,,3.3504016399383545,2.902195612589518,,8.45667552947998,-4.0238542556762695,,,,3.4904098510742188,,,-0.0700617581605911,,-0.065942645072937,-0.6355072371661663,,0.0833708606660366,-0.179726630449295,,,,Joc Pederson,11899,592626,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Berti,NYY,1,4.0,0,1,0.0,0.0,0.25,0.0,0.0,0.333333333,0.333333333,0.5,0.333333333,0.3927103579044342,,160.0248536448534,0.0149131622165441,0.2896372300913595,-0.0279004648327827,0.0408433014884189,Jon Berti,NYY,2024.0,34.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,1.0,2.0,0.0,15.0,6.0,9.0,0.0,0.0,0.0,0.25,0.0,1.0,0.5,0.333333333,0.833333333,0.0,0.333333333,0.0,0.666666666,0.0,0.333333333,0.0,0.0,0.0,0.0,0.3927103579044342,0.2657047228297256,0.7336170093497298,0.2747240678748153,-0.0371689870953559,0.1209479197859764,0.0092685222625732,0.3954705593517088,0.0408433014884189,0.3267464119073516,2.64285714,160.0248536448534,-0.0021600099280476,-0.0339559875428676,0.0317959785461425,0.0800000429153442,0.0083073750138282,0.6086000204086304,,0.0,0.0080760288983583,-0.0116251742411359,0.86666667,93.76923077,0.13333333,80.5,,,,,,,,,,,,,-0.272033154964447,0.5502656698226929,,,,,,-2.0925627304957466,27.513283491134644,,,,,,0.0,0.75,0.4,,1.0,1.0,0.53333333,0.75,0.0,0.0149131622165441,0.86666667,,0.06666667,,,,0.06666667,,,,,,,,93.73845966045673,,80.9000015258789,,,,80.0999984741211,,,,,,,4.812448061429537,,4.41495943069458,,,,-3.8608014583587646,,,,,,,9.199689424954927,,1.0264581441879272,,,,2.1539194583892822,,,,,,,-0.3134317025542259,,0.510574221611023,,,,0.0483221560716629,,,,Jon Berti,12037,542932,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Ahmed,SFG,1,4.0,0,0,1.0,0.0,0.0,0.25,0.0,0.333333333,0.25,0.25,0.25,0.2204276770353317,,39.99651387072484,-0.0116771266330033,-0.2986876091458201,0.1125708185136318,-0.005452724680298,Nick Ahmed,SFG,2024.0,34.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,1.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.333333333,2.0,0.0,0.666666666,0.333333333,0.0,0.0,0.0,0.0,0.2204276770353317,-0.288949332200393,0.1789629543196112,-0.2870104825128167,0.0616090148687362,0.1209479197859764,0.0509618036448955,-0.0527967133097648,-0.005452724680298,-0.0436217974423845,0.14285714,39.99651387072484,0.1243179813027381,-0.1974700391292572,0.3217880129814148,0.875999927520752,0.0931419357657432,2.583050012588501,,0.0,0.0463233962655067,0.0018049716316977,0.90909091,95.1,0.09090909,88.0,,,,,,,,,,,,,-0.3265916407108307,-0.054188709706068,,,,,,-3.265916407108307,-5.418870970606804,,,,,,0.5,0.55555556,0.54545455,0.0,0.8,0.66666667,0.81818182,1.0,0.18181818,-0.0116771266330033,0.72727273,,,,,0.18181818,0.09090909,,,,,,,,95.5875015258789,,,,,93.1500015258789,88.30000305175781,,,,,,,-6.719198226928711,,,,,-8.471014976501465,2.458176374435425,,,,,,,9.686627388000488,,,,,6.190232276916504,3.115822553634644,,,,,,,-0.1566433385014534,,,,,-0.2144455909729004,-0.054773960262537,,,,Nick Ahmed,12147,605113,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xander Bogaerts,SDP,1,4.0,0,0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.5,0.3136115372180938,,104.42543633367374,0.0186256617307662,0.0397935421222649,0.037379085086286,0.0217392086186254,Xander Bogaerts,SDP,2024.0,31.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,2.0,1.0,1.0,23.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.3136115372180938,0.011050677394291,0.4789629639142953,0.0211678803914986,0.0281255096197128,0.1209479197859764,0.0092535754665732,0.2104927045309745,0.0217392086186254,0.1739136689490033,0.14285714,104.42543633367374,-0.0019060019403696,-0.0633119866251945,0.0614059828221797,-0.1269999891519546,-0.0138570666313171,0.8049499988555908,,0.0,-0.0107098026201128,0.0083419512714832,0.52173913,95.5,,,,,0.47826087,84.54545455,,,,,,,,,0.235869288444519,,,-0.2070051729679107,,,,1.9655774037043248,,,-1.8818652087991887,,,,0.38461538,0.8,0.56521739,0.8,0.875,0.84615385,0.43478261,1.0,0.08695652,0.0186256617307662,0.34782609,,,,,0.17391304,,,0.47826087,,,,,,96.9124984741211,,,,,92.4250030517578,,,84.62727494673295,,,,,-6.147410392761231,,,,,1.523505449295044,,,1.485701647671786,,,,,10.16856288909912,,,,,10.592052459716797,,,-1.3715960762717507,,,,,0.4186216257512569,,,,,-0.1643081307411193,,,-0.2090488001704216,,Xander Bogaerts,12161,593428,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jace Peterson,ARI,1,4.0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,-0.0011238867882639,-1.0150164720042636,-0.1251608338207006,-0.1039859285781888,Jace Peterson,ARI,2024.0,34.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,5.0,13.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.9986033977846642,-0.53069111126466,-1.0138925852159997,-0.1525956690311432,0.1209479197859764,0.0274348352104425,-1.0068572285025408,-0.1039859285781888,-0.8318874286255111,0.14285714,-100.0,-0.0927719846367836,-0.0927719846367836,0.0,-1.1130000352859497,-0.0968668460845947,0.8626999855041504,,0.0,-0.1097641214728355,0.0022273344140425,0.38888889,93.57142857,0.11111111,89.5,,,,,0.05555556,86.0,0.44444444,86.125,,,,,-0.2069341242313385,-0.2273968905210495,,,0.0344077162444591,-0.594610333442688,,-2.956201774733408,-11.369844526052477,,,3.4407716244459152,-7.4326291680336,,0.53846154,0.6,0.55555556,0.42857143,0.66666667,0.5,0.27777778,0.5,0.27777778,-0.0011238867882639,0.05555556,,,0.44444444,,0.33333333,0.11111111,,,,0.05555556,,,,95.3000030517578,,,86.13749694824219,,93.36666870117188,89.5,,,,85.5999984741211,,,-1.6508009433746338,,,-4.6643571853637695,,-5.605780283610026,0.0585759580135345,,,,-5.45339822769165,,,10.11033821105957,,,1.293306827545166,,7.5369008382161455,3.3026680946350098,,,,4.613107204437256,,,-0.0393643677234649,,,-0.6023788005113602,,-0.2116051390767097,-0.2184985615313053,,,,Jace Peterson,12325,607054,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Semien,TEX,1,4.0,0,1,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.5,0.75,0.5340392142534256,,259.4621594204487,0.0057365447282791,0.7355691132054223,0.0874137105420231,0.0988075201489062,Marcus Semien,TEX,2024.0,33.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,2.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,1.25,0.25,0.5,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.5340392142534256,0.7207047429785622,1.1886170294985663,0.7298325684771432,0.0742057636380195,0.1209479197859764,0.0132079469040036,0.9567166178405776,0.0988075201489062,0.7904601611912503,2.64285714,259.4621594204487,0.0568599849939346,-0.0347560122609138,0.0916159972548484,0.6060000061988831,0.0629283487796783,0.7631000280380249,,0.0,0.0586386248469352,0.0158732122710962,0.25,90.0,0.25,83.5,0.375,91.33333333,,,0.125,84.0,,,,,,,1.2371864318847656,-0.2109075486660003,-0.2271955013275146,,-0.0389156937599182,,,61.85932159423828,-10.545377433300018,-7.573183377583821,,-3.891569375991821,,,0.0,0.66666667,0.5,,1.0,1.0,0.75,0.75,0.0,0.0057365447282791,,,0.375,,,0.25,0.25,,,,0.125,,,,,,91.2000020345052,,,90.05000305175781,83.19999694824219,,,,84.0999984741211,,,,,1.0450468063354492,,,9.537847518920898,1.5816378593444824,,,,9.79528522491455,,,,,2.430467446645101,,,5.548613548278809,-3.193061828613281,,,,0.9772651195526124,,,,,-0.2298611290752887,,,1.2518647015094757,-0.2134000994265079,,,,Marcus Semien,12533,543760,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenio Suárez,ARI,1,4.0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,-100.0,0.0002561437722761,-1.0136364414437236,0.0316246980801224,-0.087650948388299,Eugenio Suárez,ARI,2024.0,32.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,7.0,9.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.9986033977846642,-0.53069111126466,-1.0138925852159997,0.0190575458109378,0.1209479197859764,0.0125671522691845,-0.8486916660411776,-0.087650948388299,-0.7012075871063924,0.14285714,-100.0,-0.106452003121376,-0.106452003121376,0.0,-1.366000056266785,-0.1188859939575195,1.0454000234603882,,0.0,-0.1025953516364097,0.0007663859463112,0.5625,93.77777778,0.125,87.0,,,0.125,80.5,,,0.1875,86.33333333,,,,,-1.032679319381714,0.1313056051731109,,-0.0334886722266674,,-0.0974093228578567,,-11.47421465979682,6.565280258655548,,-1.6744336113333702,,-3.246977428595225,,0.3,0.83333333,0.5,0.33333333,0.8,0.625,0.375,0.5,0.1875,0.0002561437722761,0.0625,,0.125,0.1875,,0.5,,0.125,,,,,,,95.4000015258789,,87.14999389648438,86.5,,93.7249984741211,,80.75,,,,,,-3.36412000656128,,1.9367655515670776,-4.399648984273274,,-5.841014385223389,,0.4649845063686371,,,,,,10.225760459899902,,3.560213565826416,1.4459314346313477,,8.396187782287598,,-2.50825309753418,,,,,,-0.294975996017456,,0.1341582424938678,-0.0977058075368404,,-0.7939290329813957,,-0.0337270088493824,,,Eugenio Suarez,12552,553993,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
